Datetime,Datetime Date,Datetime Time,Noise Threshold,Noise Level,Weather
43829.68783,30/12/2019,16:30:28,[0],86,"['Clouds', 803, 296.44, 83]"
43829.68792,30/12/2019,16:30:36,[0],38,"['Clouds', 803, 296.42, 83]"
43829.68801,30/12/2019,16:30:44,[1],18,"['Clouds', 803, 296.42, 83]"
43829.68813,30/12/2019,16:30:54,[1],41,"['Clouds', 803, 296.42, 83]"
43829.68832,30/12/2019,16:31:11,[0],16,"['Clouds', 803, 296.42, 83]"
43829.68841,30/12/2019,16:31:18,[1],2,"['Clouds', 803, 296.42, 83]"
43829.68868,30/12/2019,16:31:42,[1],84,"['Clouds', 803, 296.42, 83]"
43829.68879,30/12/2019,16:31:51,[1],39,"['Clouds', 803, 296.42, 83]"
43829.6891,30/12/2019,16:32:18,[0],99,"['Clouds', 803, 296.42, 83]"
43829.6901,30/12/2019,16:33:45,[1],82,"['Clouds', 803, 296.42, 83]"
43829.69089,30/12/2019,16:34:53,[1],95,"['Clouds', 803, 296.42, 83]"
43829.69099,30/12/2019,16:35:01,[1],16,"['Clouds', 803, 296.42, 83]"
43829.69108,30/12/2019,16:35:09,[0],53,"['Clouds', 803, 296.42, 83]"
43829.69117,30/12/2019,16:35:17,[0],89,"['Clouds', 803, 296.42, 83]"
43829.69128,30/12/2019,16:35:27,[1],22,"['Clouds', 803, 296.42, 83]"
43829.6915,30/12/2019,16:35:45,[0],72,"['Clouds', 803, 296.42, 83]"
43829.69188,30/12/2019,16:36:18,[1],82,"['Clouds', 803, 296.38, 83]"
43829.69248,30/12/2019,16:37:10,[1],45,"['Clouds', 803, 296.42, 83]"
43829.69257,30/12/2019,16:37:18,[1],75,"['Clouds', 803, 296.42, 83]"
43829.69327,30/12/2019,16:38:18,[1],40,"['Clouds', 803, 296.42, 83]"
43829.69375,30/12/2019,16:39:00,[0],44,"['Clouds', 803, 296.42, 83]"
43829.69384,30/12/2019,16:39:08,[0],100,"['Clouds', 803, 296.38, 83]"
43829.69394,30/12/2019,16:39:17,[1],47,"['Clouds', 803, 296.42, 83]"
43829.69418,30/12/2019,16:39:37,[1],62,"['Clouds', 803, 296.42, 83]"
43829.69427,30/12/2019,16:39:45,[1],76,"['Clouds', 803, 296.42, 83]"
43829.69451,30/12/2019,16:40:05,[0],79,"['Clouds', 803, 296.42, 83]"
43829.6946,30/12/2019,16:40:13,[1],100,"['Clouds', 803, 296.42, 83]"
43829.69469,30/12/2019,16:40:22,[0],29,"['Clouds', 803, 296.42, 83]"
43829.69526,30/12/2019,16:41:10,[1],81,"['Clouds', 803, 296.38, 83]"
43829.69605,30/12/2019,16:42:18,[1],81,"['Clouds', 803, 296.38, 83]"
43829.69614,30/12/2019,16:42:26,[0],58,"['Clouds', 803, 296.38, 83]"
43829.69637,30/12/2019,16:42:47,[0],31,"['Clouds', 803, 296.38, 83]"
43829.6965,30/12/2019,16:42:58,[0],63,"['Clouds', 803, 296.38, 83]"
43829.69665,30/12/2019,16:43:10,[1],65,"['Clouds', 803, 296.38, 83]"
43829.69679,30/12/2019,16:43:23,[1],68,"['Clouds', 803, 296.38, 83]"
43829.69692,30/12/2019,16:43:34,[1],32,"['Clouds', 803, 296.38, 83]"
43829.69703,30/12/2019,16:43:44,[1],2,"['Clouds', 803, 296.38, 83]"
43829.69723,30/12/2019,16:44:01,[0],99,"['Clouds', 803, 296.38, 83]"
43829.69733,30/12/2019,16:44:10,[1],16,"['Clouds', 803, 296.38, 83]"
43829.69744,30/12/2019,16:44:19,[0],74,"['Clouds', 803, 296.38, 83]"
43829.69753,30/12/2019,16:44:26,[1],38,"['Clouds', 803, 296.38, 83]"
43829.69772,30/12/2019,16:44:43,[1],94,"['Clouds', 803, 296.38, 83]"
43829.69782,30/12/2019,16:44:52,[1],36,"['Clouds', 803, 296.38, 83]"
43829.69793,30/12/2019,16:45:02,[1],68,"['Clouds', 803, 296.38, 83]"
43829.69803,30/12/2019,16:45:10,[0],96,"['Clouds', 803, 296.38, 83]"
43829.69812,30/12/2019,16:45:18,[1],39,"['Clouds', 803, 296.38, 83]"
43829.69821,30/12/2019,16:45:25,[0],59,"['Clouds', 803, 296.38, 83]"
43829.69831,30/12/2019,16:45:34,[1],20,"['Clouds', 803, 296.38, 83]"
43829.69843,30/12/2019,16:45:44,[1],59,"['Clouds', 803, 296.38, 83]"
43829.69882,30/12/2019,16:46:18,[0],33,"['Clouds', 803, 296.38, 83]"
43829.69897,30/12/2019,16:46:31,[1],30,"['Clouds', 803, 296.38, 83]"
43829.6994,30/12/2019,16:47:08,[1],27,"['Clouds', 803, 296.38, 83]"
43829.69951,30/12/2019,16:47:18,[1],93,"['Clouds', 803, 296.38, 83]"
43829.69968,30/12/2019,16:47:32,[0],72,"['Clouds', 803, 296.38, 83]"
43829.70021,30/12/2019,16:48:18,[0],35,"['Clouds', 803, 296.38, 83]"
43829.70081,30/12/2019,16:49:10,[0],9,"['Clouds', 803, 296.38, 83]"
43829.70091,30/12/2019,16:49:18,[1],51,"['Clouds', 803, 296.38, 83]"
43829.70102,30/12/2019,16:49:28,[1],94,"['Clouds', 803, 296.38, 83]"
43829.70112,30/12/2019,16:49:36,[1],25,"['Clouds', 803, 296.38, 83]"
43829.70121,30/12/2019,16:49:45,[1],37,"['Clouds', 803, 296.38, 83]"
43829.70148,30/12/2019,16:50:08,[1],97,"['Clouds', 803, 296.38, 83]"
43829.70157,30/12/2019,16:50:16,[0],61,"['Clouds', 803, 296.38, 83]"
43829.70167,30/12/2019,16:50:24,[0],30,"['Clouds', 803, 296.38, 83]"
43829.70178,30/12/2019,16:50:34,[1],73,"['Clouds', 803, 296.38, 83]"
43829.70187,30/12/2019,16:50:42,[1],4,"['Clouds', 803, 296.38, 83]"
43829.70211,30/12/2019,16:51:02,[1],48,"['Clouds', 803, 296.38, 83]"
43829.7022,30/12/2019,16:51:10,[1],26,"['Clouds', 803, 296.38, 83]"
43829.7023,30/12/2019,16:51:19,[0],96,"['Clouds', 803, 295.84, 88]"
43829.7024,30/12/2019,16:51:27,[1],7,"['Clouds', 803, 296.38, 83]"
43829.70261,30/12/2019,16:51:46,[0],2,"['Clouds', 803, 296.38, 83]"
43829.70271,30/12/2019,16:51:54,[1],40,"['Clouds', 803, 296.38, 83]"
43829.7028,30/12/2019,16:52:02,[1],80,"['Clouds', 803, 296.38, 83]"
43829.70299,30/12/2019,16:52:18,[1],81,"['Clouds', 803, 295.84, 88]"
43829.7034,30/12/2019,16:52:54,[0],64,"['Clouds', 803, 295.84, 88]"
43829.70356,30/12/2019,16:53:08,[1],53,"['Clouds', 803, 295.84, 88]"
43829.70368,30/12/2019,16:53:18,[1],17,"['Clouds', 803, 296.38, 83]"
43829.70379,30/12/2019,16:53:28,[1],6,"['Clouds', 803, 295.84, 88]"
43829.70438,30/12/2019,16:54:18,[0],78,"['Clouds', 803, 296.38, 83]"
43829.70452,30/12/2019,16:54:31,[0],76,"['Clouds', 803, 295.84, 88]"
43829.70463,30/12/2019,16:54:40,[1],96,"['Clouds', 803, 295.84, 88]"
43829.70472,30/12/2019,16:54:48,[0],62,"['Clouds', 803, 295.84, 88]"
43829.70491,30/12/2019,16:55:05,[1],26,"['Clouds', 803, 295.84, 88]"
43829.70501,30/12/2019,16:55:12,[1],32,"['Clouds', 803, 295.84, 88]"
43829.7051,30/12/2019,16:55:21,[1],8,"['Clouds', 803, 295.86, 88]"
43829.70519,30/12/2019,16:55:28,[1],76,"['Clouds', 803, 295.86, 88]"
43829.70528,30/12/2019,16:55:37,[1],41,"['Clouds', 803, 295.84, 88]"
43829.70538,30/12/2019,16:55:45,[1],76,"['Clouds', 803, 296.38, 83]"
43829.70576,30/12/2019,16:56:18,[1],33,"['Clouds', 803, 295.84, 88]"
43829.70588,30/12/2019,16:56:28,[1],81,"['Clouds', 803, 295.84, 88]"
43829.70598,30/12/2019,16:56:36,[1],2,"['Clouds', 803, 295.84, 88]"
43829.70607,30/12/2019,16:56:45,[1],42,"['Clouds', 803, 295.86, 88]"
43829.70617,30/12/2019,16:56:53,[0],69,"['Clouds', 803, 295.84, 88]"
43829.70627,30/12/2019,16:57:01,[0],93,"['Clouds', 803, 295.84, 88]"
43829.70637,30/12/2019,16:57:10,[1],92,"['Clouds', 803, 295.84, 88]"
43829.70646,30/12/2019,16:57:18,[0],71,"['Clouds', 803, 295.84, 88]"
43829.70665,30/12/2019,16:57:34,[1],14,"['Clouds', 803, 295.84, 88]"
43829.70685,30/12/2019,16:57:51,[0],4,"['Clouds', 803, 295.84, 88]"
43829.70715,30/12/2019,16:58:18,[0],52,"['Clouds', 803, 295.84, 88]"
43829.708,30/12/2019,16:59:31,[0],32,"['Clouds', 803, 295.86, 88]"
43829.70809,30/12/2019,16:59:39,[0],50,"['Clouds', 803, 295.86, 88]"
43829.70839,30/12/2019,17:00:05,[0],25,"['Clouds', 803, 295.86, 88]"
43829.70848,30/12/2019,17:00:12,[1],89,"['Clouds', 803, 295.86, 88]"
43829.70859,30/12/2019,17:00:22,[0],68,"['Clouds', 803, 295.86, 88]"
43829.7087,30/12/2019,17:00:32,[1],78,"['Clouds', 803, 295.86, 88]"
43829.7091,30/12/2019,17:01:07,[1],38,"['Clouds', 803, 295.86, 88]"
43829.70924,30/12/2019,17:01:18,[1],15,"['Clouds', 803, 295.86, 88]"
43829.70938,30/12/2019,17:01:31,[0],57,"['Clouds', 803, 295.86, 88]"
43829.70993,30/12/2019,17:02:18,[1],88,"['Clouds', 803, 295.86, 88]"
43829.71004,30/12/2019,17:02:27,[0],27,"['Clouds', 803, 295.86, 88]"
43829.71049,30/12/2019,17:03:06,[1],78,"['Clouds', 803, 295.84, 88]"
43829.71059,30/12/2019,17:03:15,[0],80,"['Clouds', 803, 295.86, 88]"
43829.71068,30/12/2019,17:03:23,[0],11,"['Clouds', 803, 295.86, 88]"
43829.71123,30/12/2019,17:04:10,[0],27,"['Clouds', 803, 295.86, 88]"
43829.71132,30/12/2019,17:04:18,[0],99,"['Clouds', 803, 295.86, 88]"
43829.71143,30/12/2019,17:04:27,[0],84,"['Clouds', 803, 295.86, 88]"
43829.71153,30/12/2019,17:04:36,[1],94,"['Clouds', 803, 295.86, 88]"
43829.71162,30/12/2019,17:04:44,[1],0,"['Clouds', 803, 295.86, 88]"
43829.71184,30/12/2019,17:05:03,[0],75,"['Clouds', 803, 295.86, 88]"
43829.71193,30/12/2019,17:05:11,[0],21,"['Clouds', 803, 295.86, 88]"
43829.71202,30/12/2019,17:05:18,[0],100,"['Clouds', 803, 295.86, 88]"
43829.71212,30/12/2019,17:05:27,[0],6,"['Clouds', 803, 295.86, 88]"
43829.71222,30/12/2019,17:05:36,[1],43,"['Clouds', 803, 295.86, 88]"
43829.71321,30/12/2019,17:07:01,[1],71,"['Clouds', 803, 295.86, 88]"
43829.71332,30/12/2019,17:07:10,[1],42,"['Clouds', 803, 295.85, 88]"
43829.71341,30/12/2019,17:07:19,[1],100,"['Clouds', 803, 295.85, 88]"
43829.71351,30/12/2019,17:07:27,[0],7,"['Clouds', 803, 295.86, 88]"
43829.7136,30/12/2019,17:07:35,[1],3,"['Clouds', 803, 295.86, 88]"
43829.7137,30/12/2019,17:07:44,[0],33,"['Clouds', 803, 295.86, 88]"
43829.7141,30/12/2019,17:08:18,[1],6,"['Clouds', 803, 295.86, 88]"
43829.71423,30/12/2019,17:08:30,[1],35,"['Clouds', 803, 295.86, 88]"
43829.71434,30/12/2019,17:08:39,[1],38,"['Clouds', 803, 295.87, 88]"
43829.71534,30/12/2019,17:10:05,[1],95,"['Clouds', 803, 295.85, 88]"
43829.71543,30/12/2019,17:10:13,[1],97,"['Clouds', 803, 295.87, 88]"
43829.71566,30/12/2019,17:10:33,[1],84,"['Clouds', 803, 295.86, 88]"
43829.71601,30/12/2019,17:11:03,[0],63,"['Clouds', 803, 295.86, 88]"
43829.71611,30/12/2019,17:11:11,[1],66,"['Clouds', 803, 295.87, 88]"
43829.71622,30/12/2019,17:11:22,[1],47,"['Clouds', 803, 295.85, 88]"
43829.71688,30/12/2019,17:12:18,[0],16,"['Clouds', 803, 295.86, 88]"
43829.71734,30/12/2019,17:12:58,[1],4,"['Clouds', 803, 295.87, 88]"
43829.71743,30/12/2019,17:13:06,[1],75,"['Clouds', 803, 295.87, 88]"
43829.71799,30/12/2019,17:13:54,[1],36,"['Clouds', 803, 295.85, 88]"
43829.71808,30/12/2019,17:14:02,[0],85,"['Clouds', 803, 295.86, 88]"
43829.71827,30/12/2019,17:14:18,[1],98,"['Clouds', 803, 295.87, 88]"
43829.71881,30/12/2019,17:15:05,[1],1,"['Clouds', 803, 295.87, 88]"
43829.7189,30/12/2019,17:15:13,[1],83,"['Clouds', 803, 295.87, 88]"
43829.71899,30/12/2019,17:15:21,[1],5,"['Clouds', 803, 295.87, 88]"
43829.71909,30/12/2019,17:15:30,[1],22,"['Clouds', 803, 295.87, 88]"
43829.71944,30/12/2019,17:16:00,[0],68,"['Clouds', 803, 295.87, 88]"
43829.71966,30/12/2019,17:16:18,[1],25,"['Clouds', 803, 295.85, 88]"
43829.71992,30/12/2019,17:16:41,[0],48,"['Clouds', 803, 295.87, 88]"
43829.72019,30/12/2019,17:17:04,[1],60,"['Clouds', 803, 295.87, 88]"
43829.72035,30/12/2019,17:17:18,[1],68,"['Clouds', 803, 295.87, 88]"
43829.7209,30/12/2019,17:18:06,[1],2,"['Clouds', 803, 295.87, 88]"
43829.721,30/12/2019,17:18:15,[1],77,"['Clouds', 803, 295.87, 88]"
43829.72115,30/12/2019,17:18:27,[1],52,"['Clouds', 803, 295.87, 88]"
43829.72124,30/12/2019,17:18:35,[0],1,"['Clouds', 803, 295.87, 88]"
43829.72134,30/12/2019,17:18:44,[0],96,"['Clouds', 802, 295.82, 88]"
43829.72144,30/12/2019,17:18:52,[0],52,"['Clouds', 803, 295.87, 88]"
43829.72154,30/12/2019,17:19:01,[0],55,"['Clouds', 803, 295.87, 88]"
43829.72165,30/12/2019,17:19:10,[0],50,"['Clouds', 803, 295.87, 88]"
43829.72232,30/12/2019,17:20:08,[1],24,"['Clouds', 803, 295.86, 88]"
43829.72241,30/12/2019,17:20:17,[0],95,"['Clouds', 803, 295.86, 88]"
43829.72251,30/12/2019,17:20:24,[1],94,"['Clouds', 803, 295.87, 88]"
43829.7226,30/12/2019,17:20:33,[1],47,"['Clouds', 803, 295.86, 88]"
43829.72269,30/12/2019,17:20:41,[1],54,"['Clouds', 803, 295.87, 88]"
43829.72304,30/12/2019,17:21:10,[1],49,"['Clouds', 803, 295.86, 88]"
43829.72315,30/12/2019,17:21:20,[1],6,"['Clouds', 803, 295.86, 88]"
43829.72325,30/12/2019,17:21:29,[1],26,"['Clouds', 803, 295.87, 88]"
43829.72334,30/12/2019,17:21:37,[1],1,"['Clouds', 803, 295.86, 88]"
43829.72438,30/12/2019,17:23:06,[1],48,"['Clouds', 803, 295.86, 88]"
43829.72447,30/12/2019,17:23:14,[1],79,"['Clouds', 803, 295.86, 88]"
43829.72456,30/12/2019,17:23:22,[1],9,"['Clouds', 803, 295.86, 88]"
43829.72521,30/12/2019,17:24:18,[1],74,"['Clouds', 803, 295.87, 88]"
43829.72574,30/12/2019,17:25:04,[1],44,"['Clouds', 803, 295.86, 88]"
43829.72584,30/12/2019,17:25:13,[1],42,"['Clouds', 802, 295.82, 88]"
43829.72594,30/12/2019,17:25:21,[1],67,"['Clouds', 802, 295.66, 88]"
43829.72605,30/12/2019,17:25:31,[1],41,"['Clouds', 802, 295.66, 88]"
43829.7266,30/12/2019,17:26:18,[0],37,"['Clouds', 802, 295.82, 88]"
43829.72685,30/12/2019,17:26:40,[1],1,"['Clouds', 802, 295.82, 88]"
43829.72712,30/12/2019,17:27:03,[0],87,"['Clouds', 803, 295.86, 88]"
43829.72722,30/12/2019,17:27:12,[0],23,"['Clouds', 803, 295.86, 88]"
43829.72778,30/12/2019,17:28:00,[1],66,"['Clouds', 803, 295.86, 88]"
43829.72787,30/12/2019,17:28:08,[0],50,"['Clouds', 802, 295.82, 88]"
43829.72799,30/12/2019,17:28:18,[0],17,"['Clouds', 802, 295.66, 88]"
43829.72813,30/12/2019,17:28:30,[1],81,"['Clouds', 802, 295.66, 88]"
43829.72823,30/12/2019,17:28:39,[0],10,"['Clouds', 803, 295.86, 88]"
43829.72833,30/12/2019,17:28:48,[0],74,"['Clouds', 803, 295.86, 88]"
43829.72846,30/12/2019,17:28:59,[1],99,"['Clouds', 803, 295.86, 88]"
43829.72855,30/12/2019,17:29:07,[1],66,"['Clouds', 802, 295.65, 88]"
43829.72865,30/12/2019,17:29:15,[1],80,"['Clouds', 802, 295.66, 88]"
43829.72874,30/12/2019,17:29:23,[1],47,"['Clouds', 803, 295.86, 88]"
43829.72884,30/12/2019,17:29:31,[0],50,"['Clouds', 803, 295.86, 88]"
43829.72893,30/12/2019,17:29:40,[0],84,"['Clouds', 802, 295.65, 88]"
43829.72904,30/12/2019,17:29:49,[0],34,"['Clouds', 803, 295.86, 88]"
43829.72925,30/12/2019,17:30:07,[0],0,"['Clouds', 802, 295.66, 88]"
43829.72934,30/12/2019,17:30:15,[1],99,"['Clouds', 802, 295.66, 88]"
43829.72945,30/12/2019,17:30:25,[1],31,"['Clouds', 802, 295.65, 88]"
43829.72991,30/12/2019,17:31:04,[1],76,"['Clouds', 802, 295.65, 88]"
43829.73,30/12/2019,17:31:12,[1],92,"['Clouds', 802, 295.66, 88]"
43829.73018,30/12/2019,17:31:27,[0],74,"['Clouds', 802, 295.66, 88]"
43829.7304,30/12/2019,17:31:46,[1],57,"['Clouds', 802, 295.66, 88]"
43829.73077,30/12/2019,17:32:18,[1],35,"['Clouds', 802, 295.66, 88]"
43829.73115,30/12/2019,17:32:51,[1],47,"['Clouds', 802, 295.65, 88]"
43829.73125,30/12/2019,17:33:00,[1],7,"['Clouds', 802, 295.66, 88]"
43829.73135,30/12/2019,17:33:09,[1],27,"['Clouds', 802, 295.66, 88]"
43829.73145,30/12/2019,17:33:17,[0],97,"['Clouds', 802, 295.66, 88]"
43829.73154,30/12/2019,17:33:25,[0],9,"['Clouds', 802, 295.65, 88]"
43829.73163,30/12/2019,17:33:32,[1],18,"['Clouds', 802, 295.65, 88]"
43829.73216,30/12/2019,17:34:18,[1],76,"['Clouds', 802, 295.65, 88]"
43829.73245,30/12/2019,17:34:43,[0],42,"['Clouds', 802, 295.65, 88]"
43829.73334,30/12/2019,17:36:01,[1],10,"['Clouds', 802, 295.65, 88]"
43829.73354,30/12/2019,17:36:18,[0],64,"['Clouds', 802, 295.65, 88]"
43829.73366,30/12/2019,17:36:28,[1],81,"['Clouds', 802, 295.65, 88]"
43829.73375,30/12/2019,17:36:36,[0],67,"['Clouds', 802, 295.65, 88]"
43829.73409,30/12/2019,17:37:05,[1],13,"['Clouds', 802, 295.66, 88]"
43829.73493,30/12/2019,17:38:18,[0],6,"['Clouds', 802, 295.65, 88]"
43829.73575,30/12/2019,17:39:29,[1],69,"['Clouds', 802, 295.67, 88]"
43829.73585,30/12/2019,17:39:38,[1],43,"['Clouds', 802, 295.67, 88]"
43829.73622,30/12/2019,17:40:10,[0],10,"['Clouds', 802, 295.66, 88]"
43829.73632,30/12/2019,17:40:18,[1],55,"['Clouds', 802, 295.67, 88]"
43829.73642,30/12/2019,17:40:27,[0],1,"['Clouds', 802, 295.65, 88]"
43829.73663,30/12/2019,17:40:45,[0],65,"['Clouds', 802, 295.67, 88]"
43829.73673,30/12/2019,17:40:53,[1],20,"['Clouds', 802, 295.67, 88]"
43829.73683,30/12/2019,17:41:02,[1],84,"['Clouds', 802, 295.67, 88]"
43829.73692,30/12/2019,17:41:10,[0],28,"['Clouds', 802, 295.67, 88]"
43829.73701,30/12/2019,17:41:18,[0],33,"['Clouds', 802, 295.67, 88]"
43829.73733,30/12/2019,17:41:45,[1],69,"['Clouds', 802, 295.67, 88]"
43829.73742,30/12/2019,17:41:53,[1],35,"['Clouds', 802, 295.67, 88]"
43829.73771,30/12/2019,17:42:18,[0],90,"['Clouds', 802, 295.67, 88]"
43829.73809,30/12/2019,17:42:51,[1],52,"['Clouds', 802, 295.67, 88]"
43829.73819,30/12/2019,17:43:00,[1],87,"['Clouds', 802, 295.67, 88]"
43829.73829,30/12/2019,17:43:09,[1],63,"['Clouds', 802, 295.67, 88]"
43829.73839,30/12/2019,17:43:17,[1],27,"['Clouds', 802, 295.67, 88]"
43829.73907,30/12/2019,17:44:16,[1],18,"['Clouds', 802, 295.67, 88]"
43829.73917,30/12/2019,17:44:24,[1],82,"['Clouds', 802, 295.67, 88]"
43829.73932,30/12/2019,17:44:38,[1],58,"['Clouds', 802, 295.67, 88]"
43829.73942,30/12/2019,17:44:46,[0],52,"['Clouds', 802, 295.67, 88]"
43829.73957,30/12/2019,17:44:59,[1],58,"['Clouds', 802, 295.67, 88]"
43829.73966,30/12/2019,17:45:07,[1],54,"['Clouds', 802, 295.67, 88]"
43829.73975,30/12/2019,17:45:15,[1],56,"['Clouds', 802, 295.67, 88]"
43829.73986,30/12/2019,17:45:24,[0],1,"['Clouds', 802, 295.67, 88]"
43829.73996,30/12/2019,17:45:32,[1],17,"['Clouds', 802, 295.67, 88]"
43829.74005,30/12/2019,17:45:40,[0],26,"['Clouds', 802, 295.67, 88]"
43829.74049,30/12/2019,17:46:18,[1],12,"['Clouds', 802, 295.67, 88]"
43829.74059,30/12/2019,17:46:27,[1],35,"['Clouds', 802, 295.67, 88]"
43829.74068,30/12/2019,17:46:35,[0],76,"['Clouds', 802, 295.67, 88]"
43829.741,30/12/2019,17:47:02,[1],64,"['Clouds', 802, 295.67, 88]"
43829.7411,30/12/2019,17:47:11,[1],87,"['Clouds', 802, 295.67, 88]"
43829.74119,30/12/2019,17:47:19,[0],33,"['Clouds', 802, 295.67, 88]"
43829.74151,30/12/2019,17:47:47,[0],35,"['Clouds', 802, 295.67, 88]"
43829.74188,30/12/2019,17:48:18,[1],78,"['Clouds', 802, 295.67, 88]"
43829.7424,30/12/2019,17:49:03,[1],59,"['Clouds', 802, 295.67, 88]"
43829.74257,30/12/2019,17:49:18,[1],52,"['Clouds', 802, 295.67, 88]"
43829.74268,30/12/2019,17:49:28,[0],49,"['Clouds', 802, 295.67, 88]"
43829.74311,30/12/2019,17:50:05,[1],77,"['Clouds', 802, 295.69, 88]"
43829.7432,30/12/2019,17:50:12,[1],45,"['Clouds', 802, 295.67, 88]"
43829.74331,30/12/2019,17:50:22,[1],58,"['Clouds', 802, 295.64, 88]"
43829.74341,30/12/2019,17:50:31,[1],47,"['Clouds', 802, 295.64, 88]"
43829.7435,30/12/2019,17:50:38,[1],97,"['Clouds', 802, 295.64, 88]"
43829.74368,30/12/2019,17:50:54,[0],13,"['Clouds', 802, 295.67, 88]"
43829.74382,30/12/2019,17:51:06,[0],79,"['Clouds', 802, 295.67, 88]"
43829.74391,30/12/2019,17:51:14,[0],25,"['Clouds', 802, 295.69, 88]"
43829.74411,30/12/2019,17:51:31,[1],79,"['Clouds', 802, 295.64, 88]"
43829.74506,30/12/2019,17:52:53,[1],89,"['Clouds', 802, 295.64, 88]"
43829.7452,30/12/2019,17:53:05,[1],81,"['Clouds', 802, 295.64, 88]"
43829.74535,30/12/2019,17:53:18,[0],40,"['Clouds', 802, 295.69, 88]"
43829.74544,30/12/2019,17:53:26,[1],67,"['Clouds', 802, 295.64, 88]"
43829.74567,30/12/2019,17:53:46,[1],75,"['Clouds', 802, 295.69, 88]"
43829.74576,30/12/2019,17:53:53,[1],67,"['Clouds', 802, 295.64, 88]"
43829.74585,30/12/2019,17:54:02,[1],85,"['Clouds', 802, 295.69, 88]"
43829.74604,30/12/2019,17:54:18,[1],87,"['Clouds', 802, 295.64, 88]"
43829.74616,30/12/2019,17:54:28,[0],73,"['Clouds', 802, 295.69, 88]"
43829.74625,30/12/2019,17:54:36,[0],87,"['Clouds', 802, 295.64, 88]"
43829.74635,30/12/2019,17:54:45,[1],64,"['Clouds', 802, 295.69, 88]"
43829.74656,30/12/2019,17:55:03,[1],31,"['Clouds', 802, 295.69, 88]"
43829.74743,30/12/2019,17:56:18,[1],33,"['Clouds', 802, 295.64, 88]"
43829.74822,30/12/2019,17:57:26,[1],99,"['Clouds', 802, 295.64, 88]"
43829.74833,30/12/2019,17:57:36,[0],53,"['Clouds', 802, 295.64, 88]"
43829.74882,30/12/2019,17:58:18,[1],19,"['Clouds', 802, 295.06, 88]"
43829.74936,30/12/2019,17:59:05,[1],90,"['Clouds', 802, 295.06, 88]"
43829.74945,30/12/2019,17:59:13,[1],93,"['Clouds', 802, 295.64, 88]"
43829.74963,30/12/2019,17:59:28,[0],2,"['Clouds', 802, 295.64, 88]"
43829.74975,30/12/2019,17:59:38,[1],49,"['Clouds', 802, 295.06, 88]"
43829.74985,30/12/2019,17:59:47,[0],26,"['Clouds', 802, 295.64, 88]"
43829.75005,30/12/2019,18:00:04,[1],89,"['Clouds', 802, 295.64, 88]"
43829.75014,30/12/2019,18:00:12,[0],92,"['Clouds', 802, 295.06, 88]"
43829.75024,30/12/2019,18:00:21,[1],12,"['Clouds', 802, 295.64, 88]"
43829.75034,30/12/2019,18:00:30,[1],36,"['Clouds', 802, 295.06, 88]"
43829.75043,30/12/2019,18:00:37,[0],82,"['Clouds', 802, 295.06, 88]"
43829.75082,30/12/2019,18:01:11,[0],93,"['Clouds', 802, 295.05, 88]"
43829.75114,30/12/2019,18:01:38,[0],34,"['Clouds', 802, 295.06, 88]"
43829.75123,30/12/2019,18:01:46,[1],77,"['Clouds', 802, 295.05, 88]"
43829.7516,30/12/2019,18:02:18,[1],67,"['Clouds', 802, 295.64, 88]"
43829.75169,30/12/2019,18:02:26,[1],6,"['Clouds', 802, 295.05, 88]"
43829.75213,30/12/2019,18:03:04,[0],54,"['Clouds', 802, 295.05, 88]"
43829.75226,30/12/2019,18:03:15,[1],5,"['Clouds', 802, 295.05, 88]"
43829.75236,30/12/2019,18:03:24,[1],14,"['Clouds', 802, 295.05, 88]"
43829.75264,30/12/2019,18:03:48,[1],33,"['Clouds', 802, 295.05, 88]"
43829.75273,30/12/2019,18:03:56,[1],67,"['Clouds', 802, 295.05, 88]"
43829.75283,30/12/2019,18:04:05,[0],28,"['Clouds', 802, 295.05, 88]"
43829.75329,30/12/2019,18:04:44,[1],83,"['Clouds', 802, 295.05, 88]"
43829.75352,30/12/2019,18:05:04,[0],69,"['Clouds', 802, 295.05, 88]"
43829.75361,30/12/2019,18:05:12,[1],83,"['Clouds', 802, 295.05, 88]"
43829.75371,30/12/2019,18:05:21,[1],65,"['Clouds', 802, 295.05, 88]"
43829.75397,30/12/2019,18:05:43,[1],5,"['Clouds', 802, 295.05, 88]"
43829.75407,30/12/2019,18:05:51,[1],21,"['Clouds', 802, 295.05, 88]"
43829.75438,30/12/2019,18:06:18,[0],10,"['Clouds', 802, 295.06, 88]"
43829.75488,30/12/2019,18:07:02,[1],82,"['Clouds', 802, 295.05, 88]"
43829.75517,30/12/2019,18:07:27,[1],5,"['Clouds', 802, 295.05, 88]"
43829.75527,30/12/2019,18:07:35,[0],96,"['Clouds', 802, 295.02, 88]"
43829.75551,30/12/2019,18:07:56,[1],44,"['Clouds', 802, 295.02, 88]"
43829.75561,30/12/2019,18:08:05,[1],17,"['Clouds', 802, 295.05, 88]"
43829.75577,30/12/2019,18:08:18,[1],60,"['Clouds', 802, 295.05, 88]"
43829.75595,30/12/2019,18:08:34,[1],30,"['Clouds', 802, 295.02, 88]"
43829.75633,30/12/2019,18:09:07,[1],90,"['Clouds', 802, 295.05, 88]"
43829.75715,30/12/2019,18:10:18,[0],79,"['Clouds', 802, 295.05, 88]"
43829.75734,30/12/2019,18:10:35,[1],82,"['Clouds', 802, 295.05, 88]"
